time,temperature (C),Volumetric Water Content (%),Electrical Conductivity (uS/cm),latitude,longlitude
2025-04-14 15:43:48,30.39,10.79,113,51.9804964179104,5.6223477761194
2025-04-17 16:33:04,28.84,55.34,3035,51.9804964179104,5.62263702985075
2025-04-14 16:38:55,35.51,12.17,154,51.9804964179104,5.62292628358209
2025-04-14 15:43:51,30.25,13.66,172,51.9804964179104,5.62321553731343
2025-04-17 16:26:13,28.94,100,6023,51.9804964179104,5.62350479104478
2025-04-17 16:32:53,29.67,53.19,2563,51.9804964179104,5.62379404477612
2025-04-17 16:32:18,30.25,60.27,3000,51.9804964179104,5.62408329850746
2025-04-17 16:26:09,28.28,100,6058,51.9804964179104,5.62437255223881
2025-04-14 14:48:02,24.69,12.59,143,51.9804964179104,5.62466180597015
2025-04-17 16:26:32,29.96,100,5941,51.9804964179104,5.62495105970149
2025-04-14 15:46:04,30.08,25.07,613,51.9804964179104,5.62524031343284
2025-04-14 16:39:07,35.41,10.86,105,51.9804964179104,5.62552956716418
2025-04-14 15:45:27,30.01,21.86,736,51.9804964179104,5.62581882089552
2025-04-14 15:45:47,29.52,13.27,311,51.9804964179104,5.62610807462687
2025-04-17 16:07:28,23.17,48.84,2481,51.9804964179104,5.62639732835821
2025-04-14 14:47:17,24.52,11.74,136,51.9804964179104,5.62668658208955
2025-04-17 16:00:55,23.28,11.65,107,51.9804964179104,5.6269758358209
2025-04-14 16:20:56,33.09,23.88,517,51.9804964179104,5.62726508955224
2025-04-17 15:59:54,24.09,10.54,82,51.9804964179104,5.62755434328358
2025-04-17 16:26:42,29.93,88.98,5174,51.9804964179104,5.62784359701493
2025-04-17 16:29:41,26.98,51.27,2552,51.9804964179104,5.62813285074627
2025-04-15 09:40:49,17.81,15.3,363,51.9804964179104,5.62842210447761
2025-04-14 15:46:14,30.64,25,612,51.9804964179104,5.62871135820896
2025-04-17 16:02:55,23.45,17.46,403,51.9804964179104,5.6290006119403
2025-04-17 16:00:55,23.28,11.65,107,51.9804964179104,5.62928986567164
2025-04-17 16:33:54,28.21,53.27,2224,51.9804964179104,5.62957911940299
2025-04-17 16:26:26,29.86,100,5952,51.9804964179104,5.62986837313433
2025-04-17 16:07:24,23.15,83.92,6058,51.9804964179104,5.63015762686567
2025-04-14 16:37:56,34.77,12.01,107,51.9804964179104,5.63044688059702
2025-04-17 16:26:32,29.96,100,5939,51.9804964179104,5.63073613432836
,23.07,61.47,4689,51.9804964179104,5.6310253880597
2025-04-17 16:07:37,23.17,81.84,5239,51.9804964179104,5.63131464179105
2025-04-15 09:39:53,17.65,17.46,461,51.9804964179104,5.63160389552239
2025-04-17 16:06:15,23.63,34.21,2477,51.9804964179104,5.63189314925373
2025-04-14 14:48:00,24.72,12.59,143,51.9804964179104,5.63218240298508
2025-04-17 16:02:56,23.43,17.56,403,51.9804964179104,5.63247165671642
2025-04-17 16:02:55,23.43,17.46,403,51.9804964179104,5.63276091044776
2025-04-17 16:15:18,22.87,6.34,399,51.9804964179104,5.6330501641791
2025-04-14 14:43:47,24.32,22.33,480,51.9804964179104,5.63333941791045
2025-04-17 16:16:17,22.61,7.49,851,51.9804964179104,5.63362867164179
2025-04-17 16:03:17,23.38,17.82,388,51.9804964179104,5.63391792537313
2025-04-14 14:42:25,24.27,22.13,512,51.9804964179104,5.63420717910448
2025-04-17 16:16:35,22.97,8.17,605,51.9804964179104,5.63449643283582
2025-04-14 15:45:54,29.4,24.68,498,51.9804964179104,5.63478568656716
2025-04-17 16:14:35,23.17,35.82,953,51.9804964179104,5.63507494029851
2025-04-17 16:14:26,23.1,8.57,291,51.9804964179104,5.63536419402985
2025-04-15 09:25:03,8.71,16.07,376,51.9804964179104,5.63565344776119
2025-04-17 16:07:04,23.12,63.26,5004,51.9804964179104,5.63594270149254
2025-04-15 09:33:10,17.12,10.3,85,51.9804964179104,5.63623195522388
2025-04-17 16:30:34,30.59,52.56,2880,51.9804964179104,5.63652120895522
2025-04-15 09:33:18,17.23,10.63,103,51.9804964179104,5.63681046268657
2025-04-14 15:46:14,30.68,25,612,51.9804964179104,5.63709971641791
2025-04-15 09:24:27,8.84,15.3,415,51.9804964179104,5.63738897014925
2025-04-17 16:17:38,23.28,51.2,2572,51.9804964179104,5.6376782238806
2025-04-14 16:20:47,33.4,20.6,416,51.9804964179104,5.63796747761194
2025-04-15 09:21:57,9.81,9.77,109,51.9804964179104,5.63825673134328
2025-04-17 16:26:01,27.25,100,6162,51.9804964179104,5.63854598507463
2025-04-15 09:38:49,17.37,14.61,425,51.9804964179104,5.63883523880597
2025-04-15 09:40:30,17.81,15.26,363,51.9804964179104,5.63912449253731
2025-04-17 16:27:09,28.21,91.57,5402,51.9804964179104,5.63941374626866
2025-04-14 14:46:58,24.49,14.03,180,51.9804964179104,5.639703
2025-04-15 09:38:45,17.34,14.61,425,51.9806432985075,5.620323
2025-04-17 16:31:44,28.82,53.51,2357,51.9806432985075,5.62061225373134
2025-04-17 16:27:36,29.23,100,4755,51.9806432985075,5.62090150746269
2025-04-14 14:42:52,24.27,18.94,469,51.9806432985075,5.62119076119403
2025-04-15 09:39:11,17.56,13.51,359,51.9806432985075,5.62148001492537
2025-04-17 16:28:00,28.45,53.27,2029,51.9806432985075,5.62176926865672
2025-04-15 09:32:29,16.7,9.56,128,51.9806432985075,5.62205852238806
2025-04-17 16:07:14,23.02,79.91,5978,51.9806432985075,5.6223477761194
2025-04-17 16:16:26,22.79,29.44,1114,51.9806432985075,5.62263702985075
2025-04-15 09:33:39,17.12,10.63,106,51.9806432985075,5.62292628358209
2025-04-17 16:31:58,28.84,61.75,3281,51.9806432985075,5.62321553731343
2025-04-17 16:33:17,28.6,55.25,3060,51.9806432985075,5.62350479104478
2025-04-14 14:43:38,24.29,22.33,477,51.9806432985075,5.62379404477612
2025-04-17 16:27:35,29.16,100,4736,51.9806432985075,5.62408329850746
2025-04-17 16:06:11,23.68,68.11,4895,51.9806432985075,5.62437255223881
2025-04-17 16:27:05,28.26,91.57,5404,51.9806432985075,5.62466180597015
2025-04-14 16:39:32,34.72,12.37,148,51.9806432985075,5.62495105970149
2025-04-14 15:43:31,30.2,11.54,129,51.9806432985075,5.62524031343284
2025-04-14 16:20:00,34.62,24.95,469,51.9806432985075,5.62552956716418
2025-04-17 16:07:30,23.15,79.91,5129,51.9806432985075,5.62581882089552
2025-04-17 16:15:36,23.07,52.8,2645,51.9806432985075,5.62610807462687
2025-04-17 16:06:36,23.17,79.91,5397,51.9806432985075,5.62639732835821
2025-04-15 09:21:28,9.87,11.02,77,51.9806432985075,5.62668658208955
2025-04-15 09:32:58,16.48,10.3,84,51.9806432985075,5.6269758358209
2025-04-17 16:02:50,23.53,19.1,423,51.9806432985075,5.62726508955224
2025-04-17 16:14:49,23.2,15.51,536,51.9806432985075,5.62755434328358
2025-04-17 16:00:09,23.79,10.14,93,51.9806432985075,5.62784359701493
2025-04-17 16:26:10,28.45,100,6051,51.9806432985075,5.62813285074627
2025-04-15 09:25:09,8.71,16.18,424,51.9806432985075,5.62842210447761
2025-04-17 16:03:45,23.48,19.77,438,51.9806432985075,5.62871135820896
2025-04-17 16:30:43,30.9,47.17,2262,51.9806432985075,5.6290006119403
2025-04-17 16:27:28,28.6,100,4718,51.9806432985075,5.62928986567164
2025-04-15 09:33:02,16.78,10.3,84,51.9806432985075,5.62957911940299
2025-04-17 16:03:12,23.45,12.43,207,51.9806432985075,5.62986837313433
2025-04-14 16:37:34,35.29,13.01,170,51.9806432985075,5.63015762686567
2025-04-14 14:43:43,24.32,22.33,479,51.9806432985075,5.63044688059702
2025-04-17 16:27:15,28.11,91.57,5421,51.9806432985075,5.63073613432836
2025-04-15 09:24:49,8.87,15.97,369,51.9806432985075,5.6310253880597
2025-04-17 16:14:55,22.92,50.97,2143,51.9806432985075,5.63131464179105
2025-04-17 16:27:43,28.96,100,5333,51.9806432985075,5.63160389552239
2025-04-17 16:02:13,23.58,19.31,496,51.9806432985075,5.63189314925373
2025-04-17 16:32:43,29.69,64.25,3515,51.9806432985075,5.63218240298508
2025-04-14 15:44:17,30.2,11.54,90,51.9806432985075,5.63247165671642
2025-04-14 15:43:12,30.1,12.21,107,51.9806432985075,5.63276091044776
2025-04-14 15:44:10,30.25,11.54,87,51.9806432985075,5.6330501641791
2025-04-14 14:42:34,24.32,22.33,518,51.9806432985075,5.63333941791045
2025-04-15 09:25:01,8.74,15.97,375,51.9806432985075,5.63362867164179
2025-04-15 09:38:58,17.53,15.51,384,51.9806432985075,5.63391792537313
2025-04-17 16:32:58,29.23,54.74,2943,51.9806432985075,5.63420717910448
2025-04-17 16:27:30,28.87,100,4733,51.9806432985075,5.63449643283582
2025-04-15 09:39:43,17.48,17.46,461,51.9806432985075,5.63478568656716
2025-04-17 16:27:03,28.35,91.57,5398,51.9806432985075,5.63507494029851
2025-04-14 16:39:14,35.49,10.86,106,51.9806432985075,5.63536419402985
2025-04-17 16:29:51,28.04,51.42,2516,51.9806432985075,5.63565344776119
2025-04-15 09:32:43,16.45,10.9,114,51.9806432985075,5.63594270149254
2025-04-14 14:47:01,24.49,14.03,181,51.9806432985075,5.63623195522388
2025-04-14 14:44:02,24.37,22.07,465,51.9806432985075,5.63652120895522
2025-04-15 09:24:12,8.71,18.12,474,51.9806432985075,5.63681046268657
2025-04-14 16:39:09,35.44,10.86,106,51.9806432985075,5.63709971641791
2025-04-17 16:17:05,23.1,55.7,2953,51.9806432985075,5.63738897014925
2025-04-17 16:15:21,22.59,49.53,2681,51.9806432985075,5.6376782238806
2025-04-17 16:29:40,26.69,51.2,2557,51.9806432985075,5.63796747761194
2025-04-15 09:40:01,17.78,15.3,356,51.9806432985075,5.63825673134328
2025-04-15 09:21:50,9.97,9.77,107,51.9806432985075,5.63854598507463
2025-04-14 14:47:28,24.67,14.5,158,51.9806432985075,5.63883523880597
2025-04-14 15:45:24,30.03,21.8,723,51.9806432985075,5.63912449253731
2025-04-15 09:41:09,17.89,17.46,457,51.9806432985075,5.63941374626866
2025-04-14 16:37:40,35.29,13.01,170,51.9806432985075,5.639703
2025-04-14 16:19:46,35.1,25.93,586,51.9807901791045,5.620323
2025-04-17 16:30:47,30.68,31.46,1396,51.9807901791045,5.62061225373134
2025-04-14 15:45:05,30.39,0,9,51.9807901791045,5.62090150746269
2025-04-17 16:00:07,23.81,10.47,101,51.9807901791045,5.62119076119403
2025-04-14 14:42:10,24.24,21.69,545,51.9807901791045,5.62148001492537
2025-04-15 09:26:01,8.71,14.95,372,51.9807901791045,5.62176926865672
2025-04-14 16:38:13,34.36,9.07,80,51.9807901791045,5.62205852238806
2025-04-17 16:00:19,23.48,11.54,119,51.9807901791045,5.6223477761194
2025-04-17 16:25:48,27.2,100,6193,51.9807901791045,5.62263702985075
2025-04-15 09:39:31,17.26,17.4,446,51.9807901791045,5.62292628358209
2025-04-14 16:38:02,34.53,10.86,111,51.9807901791045,5.62321553731343
2025-04-17 16:26:44,29.69,89.48,5154,51.9807901791045,5.62350479104478
2025-04-14 16:38:08,34.46,0,11,51.9807901791045,5.62379404477612
2025-04-15 09:21:37,9.81,9.44,80,51.9807901791045,5.62408329850746
2025-04-17 16:27:57,28.48,100,5431,51.9807901791045,5.62437255223881
2025-04-15 09:25:38,8.57,14.9,370,51.9807901791045,5.62466180597015
2025-04-15 09:38:54,17.45,14.69,424,51.9807901791045,5.62495105970149
2025-04-17 16:01:06,23.35,11.85,108,51.9807901791045,5.62524031343284
2025-04-14 16:21:06,32.99,23.88,519,51.9807901791045,5.62552956716418
,33.55,0,0,51.9807901791045,5.62581882089552
2025-04-17 16:01:06,23.35,11.85,107,51.9807901791045,5.62610807462687
2025-04-17 16:33:07,28.74,55.34,3048,51.9807901791045,5.62639732835821
2025-04-14 16:37:44,35.29,13.01,158,51.9807901791045,5.62668658208955
2025-04-14 16:21:11,32.99,23.88,520,51.9807901791045,5.6269758358209
2025-04-17 16:31:02,29.13,55.97,3062,51.9807901791045,5.62726508955224
2025-04-15 09:33:04,16.9,10.3,84,51.9807901791045,5.62755434328358
2025-04-15 09:32:47,16.25,10.95,115,51.9807901791045,5.62784359701493
2025-04-14 14:48:20,24.67,13.42,165,51.9807901791045,5.62813285074627
2025-04-17 16:03:14,23.38,13.09,281,51.9807901791045,5.62842210447761
2025-04-14 14:47:52,24.69,12.59,142,51.9807901791045,5.62871135820896
2025-04-15 09:21:53,9.91,9.77,107,51.9807901791045,5.6290006119403
2025-04-17 16:17:04,23.1,55.7,2950,51.9807901791045,5.62928986567164
2025-04-14 15:45:10,30.2,22.81,733,51.9807901791045,5.62957911940299
2025-04-15 09:32:24,16.78,9.49,124,51.9807901791045,5.62986837313433
2025-04-14 16:20:13,33.83,21.44,416,51.9807901791045,5.63015762686567
2025-04-17 16:30:30,30.1,52.72,2908,51.9807901791045,5.63044688059702
2025-04-17 16:03:32,23.48,0,0,51.9807901791045,5.63073613432836
2025-04-17 16:33:31,28.52,55.25,3057,51.9807901791045,5.6310253880597
2025-04-17 16:29:42,27.18,51.27,2547,51.9807901791045,5.63131464179105
2025-04-17 16:03:49,23.48,20.13,446,51.9807901791045,5.63160389552239
2025-04-14 16:21:15,32.99,23.88,521,51.9807901791045,5.63189314925373
2025-04-14 15:45:14,30.13,22.91,742,51.9807901791045,5.63218240298508
2025-04-15 09:24:14,8.71,18.12,474,51.9807901791045,5.63247165671642
2025-04-17 16:02:09,23.51,0,0,51.9807901791045,5.63276091044776
2025-04-17 16:06:48,23.17,70.18,4012,51.9807901791045,5.6330501641791
2025-04-17 16:00:50,23.2,11.69,106,51.9807901791045,5.63333941791045
2025-04-15 09:21:31,9.78,0,0,51.9807901791045,5.63362867164179
2025-04-17 16:30:16,28.65,51.5,2501,51.9807901791045,5.63391792537313
2025-04-17 16:33:20,28.57,55.34,3062,51.9807901791045,5.63420717910448
2025-04-15 09:33:32,17.12,10.63,106,51.9807901791045,5.63449643283582
2025-04-17 16:15:10,23.2,50.75,1992,51.9807901791045,5.63478568656716
2025-04-17 16:07:38,23.17,82.66,5264,51.9807901791045,5.63507494029851
2025-04-15 09:21:08,9.52,12.32,102,51.9807901791045,5.63536419402985
2025-04-14 14:44:08,24.39,22.02,467,51.9807901791045,5.63565344776119
2025-04-14 14:42:46,24.22,18.94,466,51.9807901791045,5.63594270149254
2025-04-15 09:24:26,8.8,15.3,425,51.9807901791045,5.63623195522388
2025-04-15 09:33:12,17.2,8.86,55,51.9807901791045,5.63652120895522
2025-04-17 16:26:19,29.62,100,5970,51.9807901791045,5.63681046268657
2025-04-17 16:27:01,28.38,91.57,5392,51.9807901791045,5.63709971641791
2025-04-15 09:40:10,17.84,15.22,359,51.9807901791045,5.63738897014925
2025-04-14 16:37:32,35.29,13.01,170,51.9807901791045,5.6376782238806
2025-04-15 09:21:30,9.84,10.95,75,51.9807901791045,5.63796747761194
2025-04-17 16:15:42,23.15,52.96,2657,51.9807901791045,5.63825673134328
2025-04-14 16:19:59,34.72,25.07,466,51.9807901791045,5.63854598507463
2025-04-15 09:25:40,8.57,14.9,370,51.9807901791045,5.63883523880597
2025-04-15 09:21:35,9.84,9.44,80,51.9807901791045,5.63912449253731
2025-04-14 14:43:51,24.34,21.96,464,51.9807901791045,5.63941374626866
2025-04-14 15:43:51,30.25,13.66,172,51.9807901791045,5.639703
2025-04-17 16:03:44,23.48,19.77,438,51.9809370597015,5.620323
2025-04-17 16:33:51,28.16,53.27,2223,51.9809370597015,5.62061225373134
2025-04-15 09:32:16,16.73,9.28,73,51.9809370597015,5.62090150746269
2025-04-17 16:31:39,28.77,53.51,2354,51.9809370597015,5.62119076119403
2025-04-15 09:40:36,17.81,15.26,363,51.9809370597015,5.62148001492537
2025-04-14 14:47:26,24.62,14.29,158,51.9809370597015,5.62176926865672
2025-04-14 16:20:26,33.76,19.52,405,51.9809370597015,5.62205852238806
2025-04-17 16:17:12,23.1,50.75,2522,51.9809370597015,5.6223477761194
2025-04-14 14:43:41,24.29,22.33,477,51.9809370597015,5.62263702985075
2025-04-14 14:48:28,24.69,13.42,165,51.9809370597015,5.62292628358209
2025-04-17 16:14:41,23.28,45.91,1932,51.9809370597015,5.62321553731343
2025-04-17 16:15:32,23.07,50.29,2765,51.9809370597015,5.62350479104478
2025-04-17 16:16:03,23.05,14.09,745,51.9809370597015,5.62379404477612
2025-04-17 16:26:55,28.62,91.02,5356,51.9809370597015,5.62408329850746
2025-04-17 16:15:21,22.59,49.53,2681,51.9809370597015,5.62437255223881
2025-04-17 16:15:51,22.97,46.26,2208,51.9809370597015,5.62466180597015
2025-04-17 16:07:03,23.1,63.26,5005,51.9809370597015,5.62495105970149
2025-04-17 16:01:05,23.35,11.85,107,51.9809370597015,5.62524031343284
2025-04-17 16:27:41,29.13,100,5285,51.9809370597015,5.62552956716418
2025-04-17 16:15:33,23.07,7.27,476,51.9809370597015,5.62581882089552
2025-04-17 16:27:50,28.6,100,5410,51.9809370597015,5.62610807462687
2025-04-15 09:24:31,8.84,15.3,397,51.9809370597015,5.62639732835821
2025-04-17 16:32:20,30.22,64.25,3376,51.9809370597015,5.62668658208955
2025-04-17 16:04:00,23.45,15.62,448,51.9809370597015,5.6269758358209
2025-04-17 16:27:09,28.21,91.57,5400,51.9809370597015,5.62726508955224
2025-04-15 09:22:49,10.51,0,0,51.9809370597015,5.62755434328358
2025-04-14 16:20:05,34.34,25.38,460,51.9809370597015,5.62784359701493
2025-04-17 16:30:51,30.06,55.7,2928,51.9809370597015,5.62813285074627
2025-04-15 09:25:33,8.47,14.9,368,51.9809370597015,5.62842210447761
2025-04-15 09:21:12,9.52,12.32,102,51.9809370597015,5.62871135820896
2025-04-15 09:21:05,9.52,12.32,102,51.9809370597015,5.6290006119403
2025-04-15 09:24:20,8.71,18.12,475,51.9809370597015,5.62928986567164
2025-04-15 09:25:39,8.57,14.9,370,51.9809370597015,5.62957911940299
2025-04-17 16:26:38,30.01,100,5978,51.9809370597015,5.62986837313433
2025-04-17 16:02:59,23.4,17.66,408,51.9809370597015,5.63015762686567
2025-04-17 16:29:34,24.69,50.97,2640,51.9809370597015,5.63044688059702
2025-04-15 09:25:26,8.18,15.68,378,51.9809370597015,5.63073613432836
2025-04-17 16:30:14,28.67,51.5,2501,51.9809370597015,5.6310253880597
2025-04-14 16:38:48,35.44,12.17,154,51.9809370597015,5.63131464179105
2025-04-15 09:32:56,16.31,10.3,83,51.9809370597015,5.63160389552239
2025-04-14 14:48:03,24.69,12.59,143,51.9809370597015,5.63189314925373
2025-04-17 16:30:48,30.47,16.65,882,51.9809370597015,5.63218240298508
2025-04-17 16:03:03,23.4,17.66,410,51.9809370597015,5.63247165671642
2025-04-14 14:42:23,24.32,0.75,23,51.9809370597015,5.63276091044776
2025-04-17 16:32:22,29.96,64.25,3435,51.9809370597015,5.6330501641791
2025-04-17 16:06:54,23.15,32.16,3785,51.9809370597015,5.63333941791045
2025-04-15 09:24:04,8.74,18.12,474,51.9809370597015,5.63362867164179
2025-04-14 15:45:11,30.15,22.81,738,51.9809370597015,5.63391792537313
2025-04-15 09:22:40,10.1,9.49,76,51.9809370597015,5.63420717910448
2025-04-15 09:24:07,8.74,18.12,474,51.9809370597015,5.63449643283582
2025-04-15 09:40:05,17.84,15.26,358,51.9809370597015,5.63478568656716
2025-04-17 16:30:06,28.55,51.5,2497,51.9809370597015,5.63507494029851
2025-04-15 09:22:45,10.13,9.49,76,51.9809370597015,5.63536419402985
2025-04-14 15:44:08,30.35,11.96,85,51.9809370597015,5.63565344776119
2025-04-14 16:39:21,35.25,12.32,143,51.9809370597015,5.63594270149254
2025-04-17 16:06:30,23.2,79.91,5276,51.9809370597015,5.63623195522388
2025-04-17 16:33:36,28.35,48.92,1931,51.9809370597015,5.63652120895522
2025-04-15 09:40:11,17.84,15.22,360,51.9809370597015,5.63681046268657
2025-04-17 16:30:52,29.81,55.97,2938,51.9809370597015,5.63709971641791
2025-04-17 16:28:00,28.45,53.27,762,51.9809370597015,5.63738897014925
2025-04-17 16:00:59,23.3,11.65,108,51.9809370597015,5.6376782238806
2025-04-17 16:06:06,23.86,67.26,4908,51.9809370597015,5.63796747761194
2025-04-15 09:22:04,9.78,11.06,94,51.9809370597015,5.63825673134328
2025-04-17 16:33:11,28.67,55.34,3052,51.9809370597015,5.63854598507463
2025-04-17 16:26:59,28.48,91.57,5382,51.9809370597015,5.63883523880597
2025-04-14 16:20:32,33.64,19.52,431,51.9809370597015,5.63912449253731
2025-04-17 16:30:15,28.67,51.5,2501,51.9809370597015,5.63941374626866
2025-04-15 09:21:04,9.49,12.32,102,51.9809370597015,5.639703
2025-04-17 16:15:06,23.12,36.68,1765,51.9810839402985,5.620323
2025-04-17 16:32:51,29.67,61.75,3266,51.9810839402985,5.62061225373134
2025-04-15 09:21:59,9.78,9.77,109,51.9810839402985,5.62090150746269
2025-04-14 16:38:30,35.2,12.17,152,51.9810839402985,5.62119076119403
2025-04-17 16:16:26,22.79,12.54,685,51.9810839402985,5.62148001492537
2025-04-17 16:31:19,28.96,56.44,3067,51.9810839402985,5.62176926865672
2025-04-14 15:46:00,29.59,25,608,51.9810839402985,5.62205852238806
2025-04-17 16:30:53,29.69,55.97,2975,51.9810839402985,5.6223477761194
2025-04-14 14:47:25,24.59,14.29,158,51.9810839402985,5.62263702985075
2025-04-17 16:00:53,23.28,11.65,107,51.9810839402985,5.62292628358209
2025-04-17 16:27:44,28.84,100,5358,51.9810839402985,5.62321553731343
2025-04-15 09:21:23,10,11.02,75,51.9810839402985,5.62350479104478
2025-04-17 16:02:31,23.53,19.1,418,51.9810839402985,5.62379404477612
2025-04-15 09:22:41,10.13,9.49,76,51.9810839402985,5.62408329850746
2025-04-17 16:32:22,29.96,64.25,3435,51.9810839402985,5.62437255223881
2025-04-14 14:47:02,24.49,14.03,182,51.9810839402985,5.62466180597015
2025-04-17 16:26:23,29.79,100,5961,51.9810839402985,5.62495105970149
2025-04-14 16:19:50,35.1,25.93,587,51.9810839402985,5.62524031343284
2025-04-14 14:47:40,24.64,12.54,142,51.9810839402985,5.62552956716418
2025-04-17 16:14:48,23.25,8.95,370,51.9810839402985,5.62581882089552
2025-04-15 09:21:03,9.49,12.32,102,51.9810839402985,5.62610807462687
2025-04-15 09:40:41,17.81,15.26,363,51.9810839402985,5.62639732835821
2025-04-15 09:41:21,17.84,17.62,470,51.9810839402985,5.62668658208955
2025-04-17 16:29:38,26.19,51.12,2588,51.9810839402985,5.6269758358209
2025-04-17 16:29:50,27.96,51.35,2518,51.9810839402985,5.62726508955224
2025-04-17 16:31:58,28.77,61.33,3275,51.9810839402985,5.62755434328358
2025-04-17 16:31:04,29.11,55.97,3062,51.9810839402985,5.62784359701493
,35.22,12.17,149,51.9810839402985,5.62813285074627
2025-04-15 09:39:27,17.29,15.51,445,51.9810839402985,5.62842210447761
2025-04-17 16:00:58,23.3,11.65,108,51.9810839402985,5.62871135820896
2025-04-15 09:24:30,8.84,15.3,396,51.9810839402985,5.6290006119403
2025-04-14 15:43:21,30.03,10.63,96,51.9810839402985,5.62928986567164
2025-04-17 16:33:09,28.7,55.34,3053,51.9810839402985,5.62957911940299
,23.51,19.1,421,51.9810839402985,5.62986837313433
2025-04-15 09:25:41,8.61,14.9,371,51.9810839402985,5.63015762686567
2025-04-17 16:07:16,23.05,81.44,5996,51.9810839402985,5.63044688059702
2025-04-17 16:06:41,23.12,69.7,3877,51.9810839402985,5.63073613432836
2025-04-17 16:07:35,23.17,81.44,5207,51.9810839402985,5.6310253880597
2025-04-14 14:43:21,24.22,22.13,452,51.9810839402985,5.63131464179105
2025-04-17 16:00:11,23.71,0,10,51.9810839402985,5.63160389552239
2025-04-17 16:00:35,23.33,9.89,88,51.9810839402985,5.63189314925373
2025-04-14 15:43:44,30.3,10.74,113,51.9810839402985,5.63218240298508
2025-04-17 15:59:55,24.09,10.54,82,51.9810839402985,5.63247165671642
2025-04-14 14:47:07,24.44,12.85,137,51.9810839402985,5.63276091044776
2025-04-14 14:43:07,24.22,20.49,411,51.9810839402985,5.6330501641791
2025-04-17 16:27:59,28.48,100,5423,51.9810839402985,5.63333941791045
2025-04-17 16:07:43,23.2,82.66,5336,51.9810839402985,5.63362867164179
2025-04-14 15:43:33,30.39,11.33,130,51.9810839402985,5.63391792537313
2025-04-15 09:39:30,17.26,14.65,358,51.9810839402985,5.63420717910448
2025-04-17 16:00:55,23.28,11.69,108,51.9810839402985,5.63449643283582
2025-04-17 16:00:43,23.38,0,0,51.9810839402985,5.63478568656716
2025-04-17 16:04:06,23.43,15.72,446,51.9810839402985,5.63507494029851
2025-04-17 16:27:16,28.09,91.57,5423,51.9810839402985,5.63536419402985
2025-04-15 09:25:27,8.18,9.35,125,51.9810839402985,5.63565344776119
2025-04-17 16:06:53,23.17,6.17,722,51.9810839402985,5.63594270149254
2025-04-17 16:26:45,29.62,89.48,5154,51.9810839402985,5.63623195522388
2025-04-14 16:19:53,35.1,25.33,508,51.9810839402985,5.63652120895522
2025-04-17 16:29:41,26.98,51.27,2548,51.9810839402985,5.63681046268657
2025-04-17 16:03:24,23.43,17.86,376,51.9810839402985,5.63709971641791
2025-04-17 16:26:26,29.86,100,5952,51.9810839402985,5.63738897014925
2025-04-15 09:39:46,17.56,17.46,460,51.9810839402985,5.6376782238806
2025-04-17 16:06:06,23.89,67.47,4898,51.9810839402985,5.63796747761194
2025-04-15 09:21:13,9.52,12.32,102,51.9810839402985,5.63825673134328
2025-04-17 16:33:31,28.52,55.25,3057,51.9810839402985,5.63854598507463
2025-04-15 09:33:15,17.23,10.63,101,51.9810839402985,5.63883523880597
2025-04-17 16:25:48,27.2,100,6181,51.9810839402985,5.63912449253731
2025-04-17 16:28:12,28.45,22.33,865,51.9810839402985,5.63941374626866
2025-04-14 15:45:42,29.64,23.28,480,51.9810839402985,5.639703
2025-04-14 16:38:10,34.14,10.86,117,51.9812308208955,5.620323
2025-04-15 09:32:55,16.11,10.3,82,51.9812308208955,5.62061225373134
2025-04-14 16:39:30,34.79,12.37,147,51.9812308208955,5.62090150746269
2025-04-14 16:38:33,35.27,12.17,153,51.9812308208955,5.62119076119403
2025-04-17 16:16:02,23.1,9.89,740,51.9812308208955,5.62148001492537
2025-04-17 16:29:57,28.28,51.5,2503,51.9812308208955,5.62176926865672
2025-04-14 15:45:22,30.08,20.66,712,51.9812308208955,5.62205852238806
2025-04-15 09:39:43,17.51,17.46,461,51.9812308208955,5.6223477761194
2025-04-17 16:00:33,23.3,9.82,88,51.9812308208955,5.62263702985075
,8.71,14.95,372,51.9812308208955,5.62292628358209
2025-04-17 16:06:02,23.99,24.53,2168,51.9812308208955,5.62321553731343
2025-04-17 16:15:10,23.2,50.75,1992,51.9812308208955,5.62350479104478
2025-04-17 16:16:15,22.89,19.56,757,51.9812308208955,5.62379404477612
2025-04-14 14:43:45,24.32,22.33,479,51.9812308208955,5.62408329850746
2025-04-15 09:33:01,16.7,10.3,85,51.9812308208955,5.62437255223881
2025-04-14 16:20:32,33.64,19.52,432,51.9812308208955,5.62466180597015
2025-04-15 09:25:03,8.71,16.07,376,51.9812308208955,5.62495105970149
2025-04-17 16:27:54,28.52,100,5416,51.9812308208955,5.62524031343284
2025-04-14 15:43:29,30.1,11.33,141,51.9812308208955,5.62552956716418
2025-04-14 14:42:13,24.27,21.75,549,51.9812308208955,5.62581882089552
2025-04-15 09:33:14,17.23,0,0,51.9812308208955,5.62610807462687
2025-04-17 16:33:33,28.5,54.99,3044,51.9812308208955,5.62639732835821
2025-04-17 16:29:59,28.35,51.5,2501,51.9812308208955,5.62668658208955
2025-04-15 09:23:56,8.84,18.12,472,51.9812308208955,5.6269758358209
2025-04-15 09:23:52,8.84,18.12,466,51.9812308208955,5.62726508955224
